dataset_module,dataset_variant,model,seed,n_samples,n_features,train_samples,test_samples,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,fit_seconds,prediction_seconds,total_seconds,log_loss,roc_auc,status,error
kate_datasets,F1_base,CatBoost,0,1200,3,999,201,0.9751243781094527,0.9752676447264076,0.9749851396869427,0.9752676447264076,0.9751021924934968,1.3011301793158054,0.001162930391728878,1.3022931097075343,0.10851507095366002,0.9906819984139572,success,
kate_datasets,F1_base,RealMLP-TD,0,1200,3,999,201,0.9800995024875622,0.9797283901665346,0.9805858987090368,0.9797283901665346,0.9800595238095238,16.60393515881151,0.08624178357422352,16.690176942385733,0.12043324112892151,0.9894924662965899,success,
kate_datasets,F1_base,TabPFN-v2,0,1200,3,999,201,0.9751243781094527,0.9749206978588422,0.975297619047619,0.9749206978588422,0.9750849096363141,2.668795614503324,1.8943583341315389,4.563153948634863,0.08552086353302002,0.9892942109436955,success,
kate_datasets,F1_base,TabPFN-v3,0,1200,3,999,201,0.9850746268656716,0.9845360824742269,0.985981308411215,0.9845360824742269,0.9850375921193022,12.650539619848132,1.9403740409761667,14.590913660824299,0.062402114272117615,0.9899881046788264,success,
kate_datasets,F1_base,TabICL-v2,0,1200,3,999,201,0.9850746268656716,0.9845360824742269,0.985981308411215,0.9845360824742269,0.9850375921193022,0.8173197731375694,0.8745126808062196,1.691832453943789,0.06905482709407806,0.9907811260904044,success,
kate_datasets,F1_noisy,CatBoost,0,1200,3,999,201,0.8258706467661692,0.8254857256145915,0.8257440476190476,0.8254857256145915,0.8255943674541983,1.20713693741709,0.0010725371539592743,1.2082094745710492,0.3953341968245235,0.9062252180808882,success,
kate_datasets,F1_noisy,RealMLP-TD,0,1200,3,999,201,0.8258706467661692,0.8254857256145915,0.8257440476190476,0.8254857256145915,0.8255943674541983,15.465896524488926,0.045831610448658466,15.511728134937584,0.38086986541748047,0.9101903251387787,success,
kate_datasets,F1_noisy,TabPFN-v2,0,1200,3,999,201,0.8308457711442786,0.8302934179222838,0.8308838133068521,0.8302934179222838,0.8305059523809524,0.9840366821736097,0.6453761160373688,1.6294127982109785,0.37274178862571716,0.9149484536082475,success,
kate_datasets,F1_noisy,TabPFN-v3,0,1200,3,999,201,0.8308457711442786,0.8302934179222838,0.8308838133068521,0.8302934179222838,0.8305059523809524,3.0116845732554793,0.6334632840007544,3.6451478572562337,0.36887651681900024,0.91703013481364,success,
kate_datasets,F1_noisy,TabICL-v2,0,1200,3,999,201,0.835820895522388,0.8354480570975416,0.8357142857142857,0.8354480570975416,0.8355604035996727,0.6162041565403342,0.5216495553031564,1.1378537118434906,0.36627471446990967,0.9179222839016653,success,
kate_datasets,F1_irrelevant,CatBoost,0,1200,18,999,201,0.9601990049751243,0.9601506740681999,0.9601506740681999,0.9601506740681999,0.9601506740681999,1.473647934384644,0.0011880332604050636,1.474835967645049,0.12272221163446778,0.9910785091197462,success,
kate_datasets,F1_irrelevant,RealMLP-TD,0,1200,18,999,201,0.9502487562189055,0.9508822363203806,0.9503465346534654,0.9508822363203806,0.9502376708259062,15.114582572132349,0.0443676495924592,15.158950221724808,0.1715734302997589,0.9882038065027756,success,
kate_datasets,F1_irrelevant,TabPFN-v2,0,1200,18,999,201,0.9751243781094527,0.9749206978588422,0.975297619047619,0.9749206978588422,0.9750849096363141,0.9480560198426247,2.4386837277561426,3.3867397475987673,0.08497852832078934,0.9895915939730373,success,
kate_datasets,F1_irrelevant,TabPFN-v3,0,1200,18,999,201,0.9850746268656716,0.9845360824742269,0.985981308411215,0.9845360824742269,0.9850375921193022,2.8426131466403604,0.672503961250186,3.5151171078905463,0.06629928946495056,0.9900872323552736,success,
kate_datasets,F1_irrelevant,TabICL-v2,0,1200,18,999,201,0.9900497512437811,0.99003766851705,0.99003766851705,0.99003766851705,0.99003766851705,0.9915288547053933,0.9339535050094128,1.925482359714806,0.07573996484279633,0.9959357652656622,success,
kate_datasets,F2_base,CatBoost,0,1200,4,999,201,0.9203980099502488,0.9198533782445018,0.9213561344203619,0.9198533782445018,0.9202380952380953,1.1771859433501959,0.0012255990877747536,1.1784115424379706,0.253281109680647,0.9599762234991085,success,
kate_datasets,F2_base,RealMLP-TD,0,1200,4,999,201,0.9651741293532339,0.9650287299385774,0.9653053132434576,0.9650287299385774,0.9651430694908956,15.699263356626034,0.12437616940587759,15.823639526031911,0.1934780329465866,0.9702793738854766,success,
kate_datasets,F2_base,TabPFN-v2,0,1200,4,999,201,0.9601990049751243,0.9596790172379632,0.9613243189500895,0.9596790172379632,0.9601190476190476,0.8778895018622279,0.9029229963198304,1.7808124981820583,0.18171326816082,0.9728551614820685,success,
kate_datasets,F2_base,TabPFN-v3,0,1200,4,999,201,0.9601990049751243,0.9596790172379632,0.9613243189500895,0.9596790172379632,0.9601190476190476,3.011595083400607,0.7994237374514341,3.8110188208520412,0.16357669234275818,0.9813750743015652,success,
kate_datasets,F2_base,TabICL-v2,0,1200,4,999,201,0.9701492537313433,0.9698830988706162,0.9705357142857143,0.9698830988706162,0.9701130055511499,0.7464614314958453,0.5716599794104695,1.3181214109063148,0.16273817420005798,0.9721616802060631,success,
kate_datasets,F2_noisy,CatBoost,0,1200,4,999,201,0.845771144278607,0.8450564691896176,0.8467741935483871,0.8450564691896176,0.8453884518994566,1.1747098444029689,0.0010060621425509453,1.1757159065455198,0.34575490179458396,0.9277788785417079,success,
kate_datasets,F2_noisy,RealMLP-TD,0,1200,4,999,201,0.8507462686567164,0.8494154943530811,0.8546862429605793,0.8494154943530811,0.8499103942652331,14.824948493391275,0.038426260463893414,14.863374753855169,0.3601261377334595,0.9217356845650881,success,
kate_datasets,F2_noisy,TabPFN-v2,0,1200,4,999,201,0.845771144278607,0.8443134535367545,0.8504234724742892,0.8443134535367545,0.8447876447876448,0.7599895568564534,0.9041854245588183,1.6641749814152718,0.3320167362689972,0.9363978601149198,success,
kate_datasets,F2_noisy,TabPFN-v3,0,1200,4,999,201,0.8407960199004975,0.839211412720428,0.8462082912032356,0.839211412720428,0.8396489828480256,2.603989616036415,0.5899970196187496,3.1939866356551647,0.3319392800331116,0.9359025163463444,success,
kate_datasets,F2_noisy,TabICL-v2,0,1200,4,999,201,0.845771144278607,0.8443134535367545,0.8504234724742892,0.8443134535367545,0.8447876447876448,0.6396840987727046,0.6720560882240534,1.311740186996758,0.3336362838745117,0.9344164850406182,success,
kate_datasets,F2_irrelevant,CatBoost,0,1200,19,999,201,0.9104477611940298,0.9096492966118486,0.912345432788193,0.9096492966118486,0.9101787487586892,1.538605023175478,0.001436842605471611,1.5400418657809496,0.27742581814894496,0.9546265107984941,success,
kate_datasets,F2_irrelevant,RealMLP-TD,0,1200,19,999,201,0.8855721393034826,0.8841390925302159,0.8909558378705384,0.8841390925302159,0.8848424461327687,14.93649173155427,0.039331148378551006,14.97582287993282,0.27562254667282104,0.9565088171190808,success,
kate_datasets,F2_irrelevant,TabPFN-v2,0,1200,19,999,201,0.9552238805970149,0.9545769764216366,0.9568399044205496,0.9545769764216366,0.9551127763579068,0.9448845535516739,2.4802672136574984,3.4251517672091722,0.1805029660463333,0.9799881117495541,success,
kate_datasets,F2_irrelevant,TabPFN-v3,0,1200,19,999,201,0.9601990049751243,0.9596790172379632,0.9613243189500895,0.9596790172379632,0.9601190476190476,2.802608598023653,0.7350304238498211,3.537639021873474,0.16581566631793976,0.9820685555775708,success,
kate_datasets,F2_irrelevant,TabICL-v2,0,1200,19,999,201,0.9651741293532339,0.9647810580542897,0.965888778550149,0.9647810580542897,0.9651188734908397,0.7517665466293693,0.7712129708379507,1.52297951746732,0.16703040897846222,0.9722607489597781,success,
kate_datasets,R1_base,CatBoost,0,1200,24,999,201,0.9203980099502488,0.8942092154420922,0.903556858745538,0.8942092154420922,0.8987150415721845,1.56971762701869,0.0012237848713994026,1.5709414118900895,0.24881968726088138,0.9430884184308842,success,
kate_datasets,R1_base,RealMLP-TD,0,1200,24,999,201,0.8805970149253731,0.849813200498132,0.849813200498132,0.849813200498132,0.849813200498132,14.848126075230539,0.040385729633271694,14.88851180486381,0.2823713421821594,0.9458281444582815,success,
kate_datasets,R1_base,TabPFN-v2,0,1200,24,999,201,0.9402985074626866,0.9079078455790784,0.9397824919441461,0.9079078455790784,0.9221734641197727,0.9547676686197519,3.033006152138114,3.987773820757866,0.24324847757816315,0.9464508094645081,success,
kate_datasets,R1_base,TabPFN-v3,0,1200,24,999,201,0.9552238805970149,0.9351805728518057,0.9510196179659267,0.9351805728518057,0.9426896879455093,2.789590233936906,0.7297068936750293,3.519297127611935,0.22805261611938477,0.9488169364881694,success,
kate_datasets,R1_base,TabICL-v2,0,1200,24,999,201,0.9502487562189055,0.9260896637608966,0.9472549019607843,0.9260896637608966,0.9359382967873534,0.8280595848336816,0.8584048822522163,1.686464467085898,0.2351664900779724,0.947945205479452,success,
kate_datasets,R1_noisy,CatBoost,0,1200,24,999,201,0.8805970149253731,0.8328144458281445,0.8588211600429645,0.8328144458281445,0.8443469282395457,1.5414769817143679,0.001232692040503025,1.542709673754871,0.2804465268738023,0.9342465753424657,success,
kate_datasets,R1_noisy,RealMLP-TD,0,1200,24,999,201,0.8855721393034826,0.8419053549190536,0.8636423841059602,0.8419053549190536,0.8517556517556517,15.966973313130438,0.04699250962585211,16.01396582275629,0.28714269399642944,0.9320049813200497,success,
kate_datasets,R1_noisy,TabPFN-v2,0,1200,24,999,201,0.9104477611940298,0.876027397260274,0.8947058823529412,0.876027397260274,0.8846889342172362,1.5066944127902389,3.0867988104000688,4.593493223190308,0.25690627098083496,0.9443337484433375,success,
kate_datasets,R1_noisy,TabPFN-v3,0,1200,24,999,201,0.9253731343283582,0.8976338729763387,0.9121063500258131,0.8976338729763387,0.9044828132425154,3.065259760245681,0.7457618471235037,3.8110216073691845,0.2340533435344696,0.9554171855541719,success,
kate_datasets,R1_noisy,TabICL-v2,0,1200,24,999,201,0.9054726368159204,0.8726027397260274,0.8861641713990707,0.8726027397260274,0.8790115634405196,1.029675149358809,0.9106870777904987,1.9403622271493077,0.23998557031154633,0.951681195516812,success,
