dataset_module,dataset_variant,logical_operator,n_noise_features,model,seed,n_samples,n_relevant_features,n_features,train_samples,test_samples,positive_rate,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,fit_seconds,prediction_seconds,total_seconds,log_loss,roc_auc,status,error
logical_dataset,L1,AND,0,tabpfn_v2,1,1000,2,2,750,250,0.237,1.0,1.0,1.0,1.0,1.0,0.4199095999938436,14.676436800014926,15.09634640000877,0.004427260235207116,1.0,success,
logical_dataset,L1,AND,0,tabpfn_v3,1,1000,2,2,750,250,0.237,0.996,0.9973821989528796,0.9916666666666667,0.9973821989528796,0.9944859833697259,2.1287077000015415,20.870637499989243,22.999345199990785,0.004161006394894917,0.9999999999999999,success,
logical_dataset,L1,AND,0,catboost,2,1000,2,2,750,250,0.238,1.0,1.0,1.0,1.0,1.0,2.5665851999947336,0.006745600025169551,2.573330800019903,0.0008817457012840857,1.0,success,
logical_dataset,L1,AND,0,realmlp,2,1000,2,2,750,250,0.238,0.996,0.9915254237288136,0.9973958333333333,0.9915254237288136,0.994421012697775,25.006354700017255,0.10973369999555871,25.116088400012814,0.013395494024950742,1.0,success,
logical_dataset,L1,AND,0,tabicl_v2,2,1000,2,2,750,250,0.238,1.0,1.0,1.0,1.0,1.0,1.1115079000010155,13.61872980001499,14.730237700016005,0.0032322077491858175,1.0,success,
logical_dataset,L1,AND,0,limix,2,1000,2,2,750,250,0.238,1.0,1.0,1.0,1.0,1.0,0.005958199995802715,7.7592660000082105,7.765224200004013,0.00376853818372698,1.0,success,
logical_dataset,L1,AND,0,tabpfn_v2,2,1000,2,2,750,250,0.238,1.0,1.0,1.0,1.0,1.0,0.7336223000020254,14.171839999995427,14.905462299997453,0.0034768450083483508,1.0,success,
logical_dataset,L1,AND,0,tabpfn_v3,2,1000,2,2,750,250,0.238,0.996,0.9915254237288136,0.9973958333333333,0.9915254237288136,0.994421012697775,1.8911672000249382,20.184328400006052,22.07549560003099,0.0034002132620634304,1.0,success,
logical_dataset,L1,AND,0,catboost,3,1000,2,2,750,250,0.282,0.996,0.9972067039106145,0.9930555555555556,0.9972067039106145,0.9951029362794068,2.568203300004825,0.003816699987510219,2.572019999992335,0.01639555393552982,0.9999213156031158,success,
logical_dataset,L1,AND,0,realmlp,3,1000,2,2,750,250,0.282,1.0,1.0,1.0,1.0,1.0,21.33328910000273,0.10292930001742207,21.436218400020152,0.0022050465329587765,1.0,success,
logical_dataset,L1,AND,0,tabicl_v2,3,1000,2,2,750,250,0.282,0.996,0.9929577464788732,0.9972222222222222,0.9929577464788732,0.9950611430490528,0.8135821000032593,10.955552300001727,11.769134400004987,0.006462839609124281,1.0,success,
logical_dataset,L1,AND,0,limix,3,1000,2,2,750,250,0.282,1.0,1.0,1.0,1.0,1.0,0.00017250000382773578,2.7130869000102393,2.713259400014067,0.007310463475453467,1.0,success,
logical_dataset,L1,AND,0,tabpfn_v2,3,1000,2,2,750,250,0.282,1.0,1.0,1.0,1.0,1.0,1.9500675000017509,12.852483399998164,14.802550899999915,0.007489223203563823,1.0,success,
logical_dataset,L1,AND,0,tabpfn_v3,3,1000,2,2,750,250,0.282,1.0,1.0,1.0,1.0,1.0,1.5233600999927148,18.975447300006635,20.49880739999935,0.007414266343592125,1.0,success,
logical_dataset,L1,AND,0,catboost,4,1000,2,2,750,250,0.247,0.996,0.9973404255319149,0.9920634920634921,0.9973404255319149,0.9946666666666666,2.4281050999998115,0.00256910000462085,2.4306742000044324,0.01788443600911799,0.9999142072752231,success,
logical_dataset,L1,AND,0,realmlp,4,1000,2,2,750,250,0.247,0.992,0.9946808510638299,0.984375,0.9946808510638299,0.9893896952720482,22.67412830001558,0.08721269998932257,22.761341000004904,0.023292270157062353,0.9996568291008923,success,
logical_dataset,L1,AND,0,tabicl_v2,4,1000,2,2,750,250,0.247,0.996,0.9973404255319149,0.9920634920634921,0.9973404255319149,0.9946666666666666,0.7891328000114299,10.969059299997753,11.758192100009182,0.005269392408931627,1.0,success,
logical_dataset,L1,AND,0,limix,4,1000,2,2,750,250,0.247,0.996,0.9973404255319149,0.9920634920634921,0.9973404255319149,0.9946666666666666,0.00012989999959245324,2.792531399987638,2.7926612999872304,0.009152877585092744,1.0,success,
logical_dataset,L1,AND,0,tabpfn_v2,4,1000,2,2,750,250,0.247,0.996,0.9973404255319149,0.9920634920634921,0.9973404255319149,0.9946666666666666,0.5305715000140481,13.480636699998286,14.011208200012334,0.008340208022544081,1.0,success,
logical_dataset,L1,AND,0,tabpfn_v3,4,1000,2,2,750,250,0.247,0.996,0.9973404255319149,0.9920634920634921,0.9973404255319149,0.9946666666666666,1.4767856000107713,18.380374200001825,19.857159800012596,0.010795048982438446,0.9999142072752231,success,
logical_dataset,L2,OR,0,realmlp,0,1000,2,2,750,250,0.738,0.992,0.9897068511198945,0.9897068511198945,0.9897068511198945,0.9897068511198945,25.78252579999389,0.09355049999430776,25.8760762999882,0.016866904136410114,0.9998353096179183,success,
logical_dataset,L2,OR,0,tabicl_v2,0,1000,2,2,750,250,0.738,1.0,1.0,1.0,1.0,1.0,0.8397663999930955,11.40684130002046,12.246607700013556,0.003943387975759341,1.0,success,
