dataset_module,dataset_variant,logical_operator,n_noise_features,model,seed,n_samples,n_relevant_features,n_features,train_samples,test_samples,positive_rate,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,fit_seconds,prediction_seconds,total_seconds,log_loss,roc_auc,status,error
logical_dataset,L3,XOR,4,tabpfn_v3,2,1000,4,8,750,250,0.497,0.52,0.517537122375832,0.5282590759075907,0.517537122375832,0.4682359614293817,1.520230200025253,28.507223000051454,30.027453200076707,0.6930277668377469,0.5227854582693292,success,nan
logical_dataset,L3,XOR,4,catboost,3,1000,4,8,750,250,0.483,0.696,0.6941508104298801,0.6971826403799857,0.6941508104298801,0.6940418679549114,3.2983839000226,0.0294226999976672,3.327806600020267,0.5659148216435589,0.7834582612595298,success,nan
logical_dataset,L3,XOR,4,realmlp,3,1000,4,8,750,250,0.483,0.748,0.7483823435197643,0.7481438812083974,0.7483823435197643,0.7479637067737754,17.130288899992593,0.0843022000044584,17.21459109999705,1.0094025862883935,0.8354474982381959,success,nan
logical_dataset,L3,XOR,4,tabicl_v2,3,1000,4,8,750,250,0.483,0.536,0.5301428662950862,0.5348286327633429,0.5301428662950862,0.5166666666666666,0.812668600003235,15.84412570000859,16.656794300011825,0.6883186388947413,0.5582036004868987,success,nan
logical_dataset,L3,XOR,4,limix,3,1000,4,8,750,250,0.483,0.516,0.5,0.258,0.5,0.3403693931398417,0.0001881999778561,10.335812800040005,10.33600100001786,0.6928867427685306,0.4694086744826703,success,nan
logical_dataset,L3,XOR,4,tabpfn_v2,3,1000,4,8,750,250,0.483,0.516,0.5,0.258,0.5,0.3403693931398417,0.3476518000243231,39.63834050000878,39.985992300033104,0.6887838309951361,0.6365558331731693,success,nan
logical_dataset,L3,XOR,4,tabpfn_v3,3,1000,4,8,750,250,0.483,0.516,0.5,0.258,0.5,0.3403693931398417,1.406124200031627,25.679883800039534,27.08600800007116,0.6932249578233721,0.5091293484528157,success,nan
logical_dataset,L3,XOR,4,catboost,4,1000,4,8,750,250,0.541,0.748,0.7466988727858292,0.7463973237261966,0.7466988727858292,0.7465359918891518,3.397082099982072,0.0142433000146411,3.411325399996713,0.5294154977075026,0.8150724637681159,success,nan
logical_dataset,L3,XOR,4,realmlp,4,1000,4,8,750,250,0.541,0.464,0.452818035426731,0.449374524846223,0.452818035426731,0.446866125090813,13.813895500032231,0.1092262999736704,13.923121800005902,0.724366636919497,0.4518518518518518,success,nan
logical_dataset,L3,XOR,4,tabicl_v2,4,1000,4,8,750,250,0.541,0.572,0.5392914653784219,0.6216108452950557,0.5392914653784219,0.4621061309846976,0.9947488000034356,15.446308200014755,16.44105700001819,0.6940035139796796,0.5015136876006441,success,nan
logical_dataset,L3,XOR,4,limix,4,1000,4,8,750,250,0.541,0.54,0.5,0.27,0.5,0.3506493506493506,0.000238700013142,9.390932499954944,9.391171199968085,0.6906641271809624,0.4791626409017713,success,nan
logical_dataset,L3,XOR,4,tabpfn_v2,4,1000,4,8,750,250,0.541,0.768,0.750402576489533,0.8232848232848233,0.750402576489533,0.7482638888888888,0.424705300014466,38.314565099950414,38.73927039996488,0.6334977898827326,0.8886312399355878,success,nan
logical_dataset,L3,XOR,4,tabpfn_v3,4,1000,4,8,750,250,0.541,0.54,0.5,0.27,0.5,0.3506493506493506,1.7223571999929843,25.835879800026305,27.55823700001929,0.6911197523432993,0.4551368760064412,success,nan
logical_dataset,L3,XOR,8,catboost,0,1000,4,12,750,250,0.495,0.584,0.5839093701996928,0.583952356557377,0.5839093701996928,0.5838934767300429,3.257218499958981,0.0055947999935597,3.2628132999525405,0.7086083967940108,0.596326164874552,success,nan
logical_dataset,L3,XOR,8,realmlp,0,1000,4,12,750,250,0.495,0.544,0.5446748591909882,0.5459694415173868,0.5446748591909882,0.5410628019323671,13.163591299962718,0.0904965000227093,13.254087799985427,0.7378564574318336,0.5417306707629288,success,nan
logical_dataset,L3,XOR,8,tabicl_v2,0,1000,4,12,750,250,0.495,0.544,0.5438428059395801,0.5439102564102564,0.5438428059395801,0.5437371926229508,0.9984540999867022,21.83565660001477,22.834110700001474,0.682572033297591,0.5838453661034306,success,nan
logical_dataset,L3,XOR,8,limix,0,1000,4,12,750,250,0.495,0.508,0.5074244751664106,0.5075812038428861,0.5074244751664106,0.5051416984502486,0.0002345999819226,11.699157099996228,11.69939169997815,0.6901920855311962,0.5431387608806963,success,nan
